34.840, 32.070
34.875, 32.045
34.805, 32.105
34.865, 32.080
34.815, 32.040
34.855, 32.095
34.825, 32.065
34.845, 32.115
34.860, 32.055
34.830, 32.100
34.811, 32.066
34.854, 32.098
34.789, 32.043
34.876, 32.078
34.809, 32.115
34.829, 32.051
34.891, 32.095
34.838, 32.087
34.869, 32.032
34.800, 32.074
34.865, 32.107
34.812, 32.039
34.853, 32.058
34.833, 32.091
34.891, 32.103
34.823, 32.070
34.857, 32.049
34.842, 32.083
34.897, 32.063
34.825, 32.116
34.859, 32.041
34.799, 32.078
34.843, 32.105
34.880, 32.059
34.868, 32.093
34.836, 32.037
34.882, 32.086
34.830, 32.062
34.801, 32.097
34.852, 32.075
34.819, 32.045
34.841, 32.089
34.793, 32.052
34.876, 32.113
34.864, 32.068
34.827, 32.031
34.796, 32.084
34.819, 32.098
34.845, 32.055
34.876, 32.043
34.798, 32.091
34.870, 32.073
34.844, 32.036
34.815, 32.063
34.837, 32.110
34.825, 32.058
34.896, 32.080
34.853, 32.047
34.814, 32.096
34.842, 32.068
34.877, 32.033
34.823, 32.075
34.867, 32.105
34.799, 32.059
34.827, 32.083
34.871, 32.044
34.840, 32.096
34.858, 32.064
34.797, 32.078
34.803, 32.107
34.855, 32.042
34.876, 32.090
34.838, 32.067
34.814, 32.034
34.882, 32.079
34.812, 32.099
34.795, 32.056
34.865, 32.088
34.844, 32.071
34.820, 32.045
34.861, 32.110
34.804, 32.066
34.867, 32.032
34.837, 32.081
34.876, 32.095
34.791, 32.053
34.826, 32.118
34.812, 32.065
34.847, 32.048
34.803, 32.085
34.870, 32.039
34.828, 32.077
34.888, 32.102
34.823, 32.044
34.809, 32.073
34.863, 32.059
34.839, 32.037
34.828, 32.091
34.872, 32.057
34.834, 32.107
34.853, 32.084
34.828, 32.049
34.864, 32.118
34.818, 32.076
34.884, 32.035
34.809, 32.092
34.888, 32.069
34.841, 32.047
34.794, 32.064
34.850, 32.101
34.903, 32.122
34.792, 32.114
34.907, 32.025
34.785, 32.050
34.889, 32.112
34.802, 32.078
34.911, 32.037
34.788, 32.065
34.825, 32.104
34.903, 32.122
34.792, 32.114
34.907, 32.025
34.785, 32.050
34.889, 32.112
34.802, 32.078
34.911, 32.037
34.788, 32.065
34.825, 32.104
34.856, 32.092
34.839, 32.048
34.873, 32.070
34.801, 32.085
34.865, 32.057
34.812, 32.095
34.897, 32.063
34.788, 32.055
34.829, 32.103
34.845, 32.079
34.862, 32.041
34.788, 32.117
34.839, 32.066
34.885, 32.094
34.811, 32.052
34.876, 32.080
34.802, 32.036
34.845, 32.109
34.822, 32.045
34.897, 32.073
34.788, 32.058
34.867, 32.102
34.835, 32.067
34.818, 32.040
34.845, 32.089
34.810, 32.075
34.876, 32.057
34.801, 32.093
34.859, 32.046
34.832, 32.081
34.870, 32.059
34.798, 32.107
34.888, 32.068
34.822, 32.033
34.857, 32.096
34.795, 32.064
34.883, 32.085
34.840, 32.051
34.803, 32.072
34.856, 32.104
34.888, 32.055
34.822, 32.038
34.839, 32.094
34.871, 32.066
34.796, 32.043
34.840, 32.079
34.865, 32.101
34.809, 32.061
34.868, 32.089
34.792, 32.074
34.868, 32.048
34.832, 32.108
34.810, 32.062
34.860, 32.098
34.800, 32.056
34.859, 32.082
34.828, 32.031
34.803, 32.117
34.860, 32.072
34.798, 32.041
34.874, 32.088
34.802, 32.104
34.848, 32.065
34.877, 32.046
34.828, 32.084
34.822, 32.057
34.851, 32.095
34.885, 32.039
34.808, 32.080
34.877, 32.061
34.823, 32.107
34.866, 32.074
34.834, 32.042
34.814, 32.086
34.799, 32.052
34.883, 32.102
34.805, 32.067
34.892, 32.047
34.825, 32.090
34.818, 32.059
34.868, 32.078
34.831, 32.098
34.811, 32.070
34.846, 32.045
34.839, 32.086
34.873, 32.118
34.861, 32.053
34.832, 32.094
34.850, 32.037
34.792, 32.081
34.874, 32.066
34.797, 32.094
34.841, 32.050
34.800, 32.072
34.848, 32.036
34.832, 32.088
34.788, 32.061
34.834, 32.101
34.854, 32.078
34.876, 32.045
34.824, 32.096
34.811, 32.067
34.872, 32.032
34.837, 32.085
34.851, 32.058
34.814, 32.109
34.793, 32.053
34.878, 32.114
34.803, 32.074
34.888, 32.049
34.826, 32.097
34.817, 32.063
34.815, 32.103
34.874, 32.068
34.856, 32.044
34.864, 32.087
34.790, 32.066
34.852, 32.106
34.857, 32.055
34.788, 32.084
34.810, 32.040
34.832, 32.075
34.871, 32.110
34.826, 32.058
34.861, 32.086
34.812, 32.033
34.797, 32.091
34.864, 32.052
34.820, 32.079
34.878, 32.107
34.865, 32.064
34.867, 32.050
34.833, 32.093
34.857, 32.041
34.860, 32.075
34.842, 32.111
34.802, 32.068
34.869, 32.036
34.820, 32.096
34.820, 32.055
34.871, 32.081
34.825, 32.046
34.809, 32.085
34.843, 32.063
34.805, 32.105
34.861, 32.059
34.800, 32.034
34.822, 32.087
34.798, 32.050
34.807, 32.090
34.884, 32.078
34.889, 32.041
34.798, 32.098
34.816, 32.068
34.862, 32.032
34.845, 32.076
34.835, 32.117
34.812, 32.043
34.815, 32.102
34.797, 32.056
34.825, 32.086
34.848, 32.073
34.804, 32.040
34.879, 32.095
34.846, 32.052
34.824, 32.078
34.831, 32.115
34.878, 32.065
34.868, 32.037
34.809, 32.109
34.866, 32.044
34.845, 32.081
34.861, 32.068
34.792, 32.103
34.793, 32.059
34.864, 32.085
34.809, 32.045
34.803, 32.107
34.809, 32.072
34.861, 32.036
34.868, 32.091
34.822, 32.056
34.842, 32.097
34.856, 32.063
34.813, 32.052
34.858, 32.081
34.801, 32.099
34.834, 32.065
34.806, 32.037
34.804, 32.093
34.877, 32.071
34.839, 32.045
34.803, 32.088
34.883, 32.104
34.805, 32.062
34.823, 32.096
34.890, 32.054
34.849, 32.079
34.862, 32.033
34.851, 32.107
34.815, 32.067
34.865, 32.041
34.799, 32.086
34.823, 32.056
34.842, 32.093
34.808, 32.050
34.852, 32.078
34.874, 32.036
34.860, 32.115
34.790, 32.064
34.821, 32.102



INSERT INTO Taxis (model, license_plate, current_location, availability, seats_count)
VALUES
    ('Mercedes-Benz GLE', 'ABC052', POINT(34.851, 32.095), 'busy', 4),
    ('BMW X5', 'DEF053', POINT(34.885, 32.039), 'available', 5),
    ('Audi Q7', 'GHI054', POINT(34.808, 32.080), 'available', 5),
    ('Lexus GX', 'JKL055', POINT(34.877, 32.061), 'busy', 4),
    ('Toyota Land Cruiser', 'MNO056', POINT(34.823, 32.107), 'available', 5),
    ('Range Rover Sport', 'PQR057', POINT(34.866, 32.074), 'available', 5),
    ('Tesla Model X', 'STU058', POINT(34.834, 32.042), 'busy', 4),
    ('Volvo XC90', 'VWX059', POINT(34.814, 32.086), 'available', 5),
    ('Porsche Macan', 'YZA060', POINT(34.799, 32.052), 'available', 5),
    ('Jaguar F-PACE', 'BCD061', POINT(34.883, 32.102), 'busy', 4),
    ('Land Rover Range Rover', 'EFG062', POINT(34.805, 32.067), 'available', 5),
    ('Chevrolet Tahoe', 'HIJ063', POINT(34.892, 32.047), 'busy', 4),
    ('Ford Expedition', 'KLM064', POINT(34.825, 32.090), 'available', 5),
    ('GMC Yukon', 'NOP065', POINT(34.818, 32.059), 'available', 5),
    ('Cadillac Escalade', 'QRS066', POINT(34.868, 32.078), 'busy', 4),
    ('Nissan Armada', 'TUV067', POINT(34.831, 32.098), 'available', 5),
    ('Infiniti QX80', 'WXYZ068', POINT(34.811, 32.070), 'busy', 4),
    ('Toyota Sienna', 'ABC069', POINT(34.846, 32.045), 'available', 5),
    ('Honda Odyssey', 'DEF070', POINT(34.835, 32.117), 'available', 5),
    ('Chrysler Pacifica', 'GHI071', POINT(34.812, 32.043), 'busy', 4),
    ('Kia Sedona', 'JKL072', POINT(34.815, 32.102), 'available', 5),
    ('Ford Transit', 'MNO073', POINT(34.797, 32.056), 'available', 5),
    ('Chevrolet Express', 'PQR074', POINT(34.825, 32.086), 'busy', 4),
    ('Mercedes-Benz Sprinter', 'STU075', POINT(34.848, 32.073), 'available', 5),
    ('Nissan NV', 'VWX076', POINT(34.804, 32.040), 'available', 5),
    ('GMC Savana', 'YZA077', POINT(34.879, 32.095), 'busy', 4),
    ('Ford Mustang', 'BCD078', POINT(34.846, 32.052), 'available', 5),
    ('Chevrolet Camaro', 'EFG079', POINT(34.824, 32.078), 'available', 5),
    ('Dodge Challenger', 'HIJ080', POINT(34.831, 32.115), 'busy', 4),
    ('Ford F-150', 'KLM081', POINT(34.878, 32.065), 'available', 5),
    ('Chevrolet Silverado', 'NOP082', POINT(34.868, 32.037), 'busy', 4),
    ('Ram 1500', 'QRS083', POINT(34.809, 32.109), 'available', 5),
    ('Toyota Tundra', 'TUV084', POINT(34.866, 32.044), 'available', 5),
    ('Nissan Titan', 'WXYZ085', POINT(34.845, 32.081), 'busy', 4),
    ('GMC Sierra', 'ABC086', POINT(34.861, 32.068), 'available', 5),
    ('Ford Ranger', 'DEF087', POINT(34.792, 32.103), 'busy', 4),
    ('Chevrolet Colorado', 'GHI088', POINT(34.793, 32.059), 'available', 5),
    ('Toyota Tacoma', 'JKL089', POINT(34.864, 32.085), 'available', 5),
    ('Honda Ridgeline', 'MNO090', POINT(34.809, 32.045), 'busy', 4),
    ('Jeep Gladiator', 'PQR091', POINT(34.803, 32.107), 'available', 5),
    ('Nissan Frontier', 'STU092', POINT(34.809, 32.072), 'busy', 4),
    ('Ford Super Duty', 'VWX093', POINT(34.861, 32.036), 'available', 5),
    ('Chevrolet Silverado HD', 'YZA094', POINT(34.868, 32.091), 'available', 5),
    ('Ram Heavy Duty', 'BCD095', POINT(34.822, 32.056), 'busy', 4),
    ('GMC Sierra HD', 'EFG096', POINT(34.842, 32.097), 'available', 5),
    ('Ford Transit Connect', 'HIJ097', POINT(34.856, 32.063), 'available', 5),
    ('Chevrolet City Express', 'KLM098', POINT(34.813, 32.052), 'busy', 4),
    ('Mercedes-Benz Metris', 'NOP099', POINT(34.858, 32.081), 'available', 5),
    ('Nissan NV200', 'QRS100', POINT(34.801, 32.099), 'busy', 4),
    ('Ram ProMaster City', 'TUV101', POINT(34.834, 32.065), 'available', 5),
    ('Ford E-Series', 'WXYZ102', POINT(34.806, 32.037), 'available', 5),
    ('Chevrolet Express Cutaway', 'ABC103', POINT(34.804, 32.093), 'busy', 4),
    ('Ram ProMaster', 'DEF104', POINT(34.877, 32.071), 'available', 5),
    ('Ford Transit Cutaway', 'GHI105', POINT(34.839, 32.045), 'available', 5),
    ('GMC Savana Cutaway', 'JKL106', POINT(34.803, 32.088), 'busy', 4),
    ('Mercedes-Benz Sprinter Cab Chassis', 'MNO107', POINT(34.883, 32.104), 'available', 5),
    ('Chevrolet Silverado Chassis Cab', 'PQR108', POINT(34.805, 32.062), 'busy', 4),
    ('Ram Chassis Cab', 'STU109', POINT(34.823, 32.096), 'available', 5),
    ('Ford Stripped Chassis', 'VWX110', POINT(34.842, 32.068), 'available', 5),
    ('Tesla Cybertruck', 'YZA111', POINT(34.808, 32.050), 'busy', 4),
    ('Rivian R1T', 'BCD112', POINT(34.852, 32.106), 'available', 5),
    ('Lordstown Endurance', 'EFG113', POINT(34.857, 32.055), 'available', 5),
    ('Bollinger B2', 'HIJ114', POINT(34.788, 32.084), 'busy', 4),
    ('Nikola Badger', 'KLM115', POINT(34.810, 32.040), 'available', 5),
    ('Atlis XT', 'NOP116', POINT(34.832, 32.075), 'available', 5),
    ('Canoo Pickup', 'QRS117', POINT(34.871, 32.110), 'busy', 4),
    ('Hummer EV', 'TUV118', POINT(34.826, 32.058), 'available', 5),
    ('Fisker Alaska', 'WXYZ119', POINT(34.861, 32.086), 'busy', 4),
    ('Rivian R1S', 'ABC120', POINT(34.812, 32.033), 'available', 5),
    ('Bollinger B1', 'DEF121', POINT(34.797, 32.091), 'busy', 4),
    ('Tesla Model Y', 'GHI122', POINT(34.870, 32.073), 'available', 5),
    ('Ford Mach-E', 'JKL123', POINT(34.844, 32.036), 'available', 5),
    ('Nissan Ariya', 'MNO124', POINT(34.815, 32.063), 'busy', 4),
    ('Chevrolet Bolt EUV', 'PQR125', POINT(34.837, 32.110), 'available', 5),
    ('Hyundai Ioniq 5', 'STU126', POINT(34.825, 32.058), 'available', 5),
    ('Volkswagen ID.4', 'VWX127', POINT(34.896, 32.080), 'busy', 4),
    ('Kia EV6', 'YZA128', POINT(34.853, 32.047), 'available', 5),
    ('Audi Q4 e-tron', 'BCD129', POINT(34.814, 32.096), 'busy', 4),
    ('Rivian R1T', 'EFG130', POINT(34.842, 32.068), 'available', 5),
    ('Lucid Air', 'HIJ131', POINT(34.877, 32.033), 'busy', 4),
    ('Polestar 2', 'KLM132', POINT(34.823, 32.075), 'available', 5),
    ('Bentley Flying Spur', 'NOP133', POINT(34.867, 32.105), 'available', 5),
